"Sample1"	"Sample10"	"Sample11"	"Sample12"	"Sample13"	"Sample14"	"Sample15"	"Sample16"	"Sample17"	"Sample18"	"Sample19"	"Sample2"	"Sample20"	"Sample21"	"Sample22"	"Sample23"	"Sample24"	"Sample25"	"Sample26"	"Sample27"	"Sample28"	"Sample29"	"Sample3"	"Sample30"	"Sample31"	"Sample32"	"Sample33"	"Sample34"	"Sample35"	"Sample36"	"Sample37"	"Sample38"	"Sample39"	"Sample4"	"Sample40"	"Sample41"	"Sample42"	"Sample43"	"Sample44"	"Sample45"	"Sample46"	"Sample47"	"Sample48"	"Sample49"	"Sample5"	"Sample50"	"Sample51"	"Sample52"	"Sample53"	"Sample54"	"Sample55"	"Sample56"	"Sample57"	"Sample58"	"Sample59"	"Sample6"	"Sample60"	"Sample61"	"Sample7"	"Sample8"	"Sample9"
"Barnesiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80236816041095
"Bifidobacterium"	0	0	0	3.9166923015268	0	3.65137405928243	0	0	0	3.35107570956132	0	2.8282896678604	0	0	2.75498133984732	0	0	3.71527953020361	2.57904455076127	3.15814054238471	3.32969643423687	0	0	3.39463501950254	3.72803178622438	0	0	0	0	0	0	0	3.72152706287773	0	3.56558663637793	0	0	0	0	4.250361664893	4.24255848904637	0	0	3.10802046466524	3.75023737994394	3.14771215293856	0	3.49567018797617	3.92707934221787	3.37078331606936	0	0	0	0	0	3.30778962139979	0	0	0	3.93987502198192	0
"Bilophila"	2.18437992233607	0	0	0	0	0	0	0	0	0	0	1.59622965966268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Blautia"	0	0	0	0	3.5580814564417	0	0	0	0	0	0	0	0	4.14738742260405	0	0	0	0	3.59364074854902	0	3.63845053999841	0	0	0	3.86958019408294	0	3.92592543213546	0	0	0	0	0	0	0	0	0	3.8450132914926	3.94175109694676	0	3.57340782849093	0	0	3.8603650165162	4.05533858055015	0	3.96962793617848	0	3.69305456293333	0	0	4.18101503530966	0	0	0	4.25431005384702	0	4.11426942335088	4.26464406035221	3.90382432413637	0	3.87920905039234
"Butyricicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00114705923344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51581691996015	0	0	0	0	0	0	0	0	0	0	0	2.84959339419952	0	0	0	0	0	0	0	0
"Butyricimonas"	0	0	0	0	0	0	0	0	0	0.948655822064654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catabacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12360855169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catenibacterium"	0	0	0	0	0	3.18994856848896	0	0	0	0	0	0	3.0500127932328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01729284972878	2.84699987803417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58841989618367	0	0	0	0	0	0
"Christensenellaceae_R-7_group"	0	0	0.707771713572635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31495634186775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridium_sensu_stricto_1"	0	0	0	0	0	0	0	0	0	0	3.13967518443747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64358935412423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06602598867241	0	0	0	0	0	0	0	0	0	0	0	0	0
"Collinsella"	3.10195248957398	4.12820500961319	3.5293535747493	3.9166923015268	0	3.78743408402644	3.05718438012492	0	0	3.5603847524403	3.21486666674608	3.42373329372051	3.5471068071443	0	0	3.85563877653758	3.17993402119911	3.8129339467537	3.39342895899753	3.94389300229565	3.66784044136291	0	0	0	0	0	3.29721036647829	3.56983889629148	0	0	0	0	4.03223771434793	0	3.93185942915632	0	3.96627928009916	3.68832617528887	0	0	3.66112716421499	3.41198946475401	3.52716430120596	3.50020176469807	3.69105732560387	3.48784689437672	2.91710097812213	3.58412023501847	3.32189978023097	3.36513508556447	3.8045896250799	0	0	0	3.53049582501094	3.14828796076851	3.42135626516854	3.79165846140937	3.17189764330672	3.69410070363036	3.88667887595835
"Coprococcus_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05929115545147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coprococcus_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24149326492982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61612268659256	0	0	0	0	0	0	0	0
"Dialister"	0	0	0	0	0	0	0	0	3.44346602000534	0	0	0	0	0	0	0	0	2.972094220639	3.21437288509961	0	0	0	0	0	3.21990355493942	0	0	3.29790561616891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05060959321164	3.32082656584074	0	0	0	0
"Dorea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20327453399306	0	0	0	0	0	0	0	3.77888310973873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eggerthella"	0	0	0	3.15530735189814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78339175152079	0	0	2.78127141035941	3.12956025042137	0	0	0	0	0	3.3508632720049	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72936962377251	0	0	0	0	0	0	0	0	0	0	0	0	2.40687848450817	0	0
"Eisenbergiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27150039029683	0	0	0	0	0	0	0	0	0	0	0	0
"Erysipelatoclostridium"	0	0	0	0	0	0	0	0	2.9241377586188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erysipelotrichaceae_UCG-003"	0	0	0	3.17637935510573	0	0	2.96064448135912	0	0	0	0	0	0	0	0	3.36709605478357	0	0	0	0	0	3.29883820841219	0	3.58466165649565	2.7696780415204	0	3.43982398991647	0	0	0	0	0	3.20446666480252	0	0	0	3.3319359112259	0	0	0	0	0	0	3.5839655783225	0	2.82341765940509	0	2.90973339006599	0	0	2.99928441690812	0	3.06503228369222	0	0	0	3.03860096173435	0	0	2.45701583263315	0
"Escherichia/Shigella"	3.18701731807667	0	0	0	4.3625268556421	0	0	0	0	0	4.26420904724552	0	3.81459409238126	0	0	0	0	0	0	0	0	0	0	0	3.47606192208323	0	0	0	0	0	0	0	2.48872554065185	0	0	0	0	0	0	2.52146597533513	0	0	3.90657035647248	3.23210738189258	0	0	3.74566283203754	0	0	0	0	0	0	3.5437198997436	0	0	0	0	0	3.15821554212631	0
"Eubacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93507933440914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Faecalibacterium"	3.05594534690264	0	3.17828450671197	0	0	0	0	0	0	3.85922927902619	3.20998205359718	0	0	0	0	0	3.389352967685	3.33700932098021	0	0	0	0	3.72336465230097	0	0	0	3.67839641212392	0	3.80683596128963	0	0	0	0	0	3.47284886389084	3.98652298020712	0	0	0	0	0	0	0	0	0	3.48791205809303	0	4.0486947764421	3.54082747099084	3.68264903972564	0	3.30219908459141	3.82897488293056	0	0	0	0	0	3.58441957164541	3.30327584678572	0
"Faecalitalea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62218273638405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57809850689649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Family_XIII_AD3011_group"	0	0	0	0	0	0	0	0	0	0	0	0	2.53409250149402	0	0	0	0	0	0	0	2.76746605183257	3.03232127463251	0	0	0	0	0	2.66141052364583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18234871211531	0	0	0	0	0
"Flavonifractor"	0	0	0	3.36786752239575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60840865805423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fusicatenibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73021978622497	0	0	0	0	0	3.83802316482654	0	0	0	0	0	0	0	0
"Gordonibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20615988401859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Holdemanella"	0	0	0	0	0	0	0	0	0	3.05214145917555	0	3.19199232406375	3.19794719720676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5145602971748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30915902235644
"Holdemania"	0	0	0	1.06682793509557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hungatella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85630450529397	0	0	0	0	0
"Intestinibacter"	0	0	2.71596112813425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14812614123555	2.66550996848041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Intestinimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12829640117832	0	0	0	0	0	0	0	0
"Lachnospira"	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85330272859522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_FE2018_group"	0	0	0	0	0	0	0	0	0	0	0	3.52126404357318	3.62472121576468	0	0	4.21309490431574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52830318446296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_ND3007_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11306578312987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_UCG-010"	0	0	0	0	0	0	3.02364434986537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2606521634549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81342988675108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megamonas"	2.91706568128452	0	0	0	0	0	0	0	0	0	0	3.7606932175452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megasphaera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03972650810493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33533634243067	0	0	0	0	0	0	0	0	0	0	3.65150672700413	0	0	0	0	0	0	0	0	0	0	0
"Methanobrevibacter"	0	0	0	0	0	2.99628625980003	0	0	0	0	0	0	2.9411185270755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58747787830125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Negativibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89241717069728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Odoribacter"	2.53736357710573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paeniclostridium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82348526616441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parabacteroides"	3.01680596121495	0	0	0	0	0	0	0	3.39635235173058	0	0	0	0	0	0	0	0	0	0	0	0	3.08703972635095	0	0	0	2.4537615821136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96415245588319	0	0	0	3.06860957938107	0
"Paraprevotella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74277165957357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parasutterella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7201186156567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peptoclostridium"	3.57125247649966	0	0	0	0	0	0	0	0	0	0	2.54609556510399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8829428810957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peptococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50457076402319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peptoniphilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79624860796367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phascolarctobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51929393552862	0	0	0	0	0	0	0	0	0	3.10515176870035	2.46291325065346	0	0	0	0	0	3.20818208297265	0	0	0	0	0	0	0	0	2.05825230746147	0	0	3.78565033279251	2.83046136685675	3.02659240411661	0	0	0	3.19187301057067	2.8381433188695	0	0
"Prevotella_9"	3.84327750449919	0	0	0	0	0	0	0	0	2.60756713375936	0	0	0	0	0	0	0	0	0	0	0	0	3.28126831272519	0	0	0	0	0	0	0	0	0	0	0	0	2.80856108574578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9131536354977	0	0	0	0	2.89765593068087	0	0	0	0
"Romboutsia"	0	0	0	0	0	2.15944599468872	0	0	0	2.3497636640438	0	0	0	0	0	2.91617025479388	0	0	0	0	3.09861238937392	0	0	0	0	0	2.9648932378647	0	0	2.26695010635243	2.83659091049527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Roseburia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58842462724816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminiclostridium_5"	0	0	3.27954667708394	2.91679178197634	0	0	3.64629684366652	0	0	0	0	3.22306426573103	0	0	0	0	3.03258020831583	0	0	0	0	0	0	4.30822626252787	0	0	0	0	0	4.35888678257922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38633723909621	0	0	0	3.26577104536922	0	0	0	0	0	0	0	0	0	0	0
"Ruminiclostridium_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27717001113238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminococcaceae_NK4A214_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87161233673778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42960624366741	0	0	0	0	0	0	0	0	0
"Ruminococcaceae_UCG-002"	0	0	0	0	0	0	0	0	0	0	3.56166463874183	0	0	0	0	0	0	0	0	0	3.0298705646803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55890046583878	0	0	0	0	0
"Ruminococcaceae_UCG-004"	0	0	0	0	0	2.84804484496995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44876240368455
"Ruminococcaceae_UCG-007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95062208547631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminococcaceae_UCG-013"	0	0	0	0	0	0	0	0	0	4.06044623509055	0	2.29616355057929	3.14296502901227	0	0	0	0	0	0	0	0	0	0	0	2.92176458083378	0	0	0	0	0	0	2.71254023235844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94403530556403	0	0	3.31504944147737	0	0	0	0	0	0	0	0	0	0
"Ruminococcaceae_UCG-014"	0	0	0	0	0	2.21460216213439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92012741625894	0	0	0	0	0	0	0	0	3.35196500706162	0	0	0	3.45857525793746	0	3.26671917498698	0	0	0	0	0	0	2.8915426514849	0	2.94404311441588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminococcus_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59348309540175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97221723969645	0	0	0	3.82408996948322	0	0	3.97795507155656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Senegalimassilia"	0	0	0	0	0	2.85600257040184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17937600630464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71720401101812	0	0	0
"Streptococcus"	3.13609011863929	3.9601786524291	3.74505195235457	2.34513537758244	0	0	0	3.50024191924733	0	0	0	0	3.23921998991905	0	4.01734239079556	0	0	3.65027849223203	3.58801267732228	0	3.46437421781914	3.93078178612518	0	0	2.93400758700659	3.65221334591835	0	0	3.69959768678821	0	0	3.34492769786	0	3.0226010824111	0	0	3.38409102817669	0	4.42227281290304	2.99379827770327	3.30054549384729	0	3.53967865586382	0	0	3.58124755017211	3.46402965762297	0	3.33046653136669	0	0	3.46786318389614	0	3.96172920509573	3.15544004737943	0	0	0	3.33617790013404	0	0
"Subdoligranulum"	0	0	0	3.58350955740005	0	3.76952547793664	3.40361561064238	0	3.81611733711356	0	0	3.79306756928943	3.17802180154934	0	0	0	0	0	0	0	0	0	0	0	3.7113791437088	4.02907060553061	0	4.14522204272181	0	0	4.14370185078074	3.25377832259787	0	0	0	0	0	0	0	2.01749209652145	2.89473909029479	3.82370780178253	3.32584071237482	3.61523167374695	3.18135737496858	0	0	0	0	0	3.31144162552654	0	0	0	0	0	3.74813643511072	0	0	0	0
"Succiniclasticum"	0	0	0	0	0	0	3.15992100347413	3.35744370778568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41151913609768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sutterella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49296738892012	0	0
