"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Asticcacaulis"	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atlantibacter"	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus"	7219	9211	8231	6009	7651	3250	11533	9350	9917	13243	11105	13129	8463	3642	12918	3954	6253	7957	5888	5533	8447	7808	7205	8928	8478	6386	7433
"Bdellovibrio"	0	117	0	31	0	0	398	258	0	304	376	431	388	309	179	191	86	87	0	0	0	0	0	186	0	0	93
"BMM02"	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bradyrhizobium"	0	0	0	0	384	0	1174	545	0	904	0	0	1029	0	0	0	1063	0	824	0	0	587	0	500	497	637	205
"Brevibacillus"	200	0	225	169	0	0	0	0	254	235	0	265	185	0	307	0	0	0	0	0	136	0	0	0	0	0	0
"Bryobacter"	3630	4559	4012	0	0	0	6759	5903	4571	4996	6416	6005	4071	1904	5530	2345	0	0	0	0	0	629	0	0	0	0	0
"Burkholderia-Caballeronia-Paraburkholderia"	1030	571	517	0	0	0	456	601	0	288	512	1445	1437	0	435	440	0	0	0	0	0	0	0	0	0	0	0
"Byssovorax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0
"Caenimonas"	0	548	425	0	0	0	0	0	580	0	0	400	481	0	445	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus_Alysiosphaera"	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus_Babela"	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus_Berkiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372
"Candidatus_Koribacter"	3662	4597	3290	2219	2573	1812	6181	4979	5634	4895	5560	5007	5158	1522	6306	2386	2051	1994	1657	1414	2042	2205	2261	1947	2177	1928	2072
"Candidatus_Nostocoida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus_Protochlamydia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
"Candidatus_Solibacter"	2768	3007	2122	2204	2154	1529	4768	4316	3205	4212	4986	4446	2951	1635	4810	1885	1814	2052	1751	1395	1883	1392	1654	2114	2422	2415	2052
"Candidatus_Udaeobacter"	1536	1862	1532	9924	11396	10044	3481	3181	2689	3541	3359	3827	2767	980	3828	1364	13707	11780	10440	7749	11157	13327	10558	13620	14729	14337	11531
"Candidatus_Xiphinematobacter"	0	0	0	461	523	694	0	0	0	0	0	0	0	0	0	0	0	738	606	0	728	666	0	764	689	742	587
"Cellvibrio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	109	0	0	0	0
"Chitinophaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	761	0	0	0	0	0	0	0	0	277	0	0
"Chryseobacterium"	0	0	0	0	0	0	0	0	0	9190	0	2347	0	772	0	325	0	0	0	0	0	0	0	0	70	0	0
"Chthoniobacter"	0	0	0	0	0	0	0	0	303	122	0	0	208	295	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chujaibacter"	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chungangia"	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ciceribacter"	0	0	0	0	0	0	0	371	0	969	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citricoccus"	0	0	0	560	489	0	0	0	0	0	0	0	0	0	0	0	932	0	0	463	0	904	634	0	750	0	860
"Clostridium_sensu_stricto_10"	0	0	0	0	0	0	2	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridium_sensu_stricto_5"	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridium_sensu_stricto_8"	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	734	711	0	726	0	0	0	746	1034
"Cohnella"	432	515	336	0	0	0	0	441	0	474	515	504	432	0	671	0	296	464	0	0	507	0	0	0	0	0	0
"Conexibacter"	3984	3026	0	503	0	0	3267	5637	2922	5500	0	6044	0	0	4713	0	0	0	0	0	0	0	840	0	1148	0	0
"Coxiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
"Crossiella"	453	303	0	0	0	0	432	541	0	688	509	508	433	1112	738	0	0	0	0	0	0	0	0	0	0	0	0
"Cupriavidus"	0	0	0	0	0	0	0	0	0	1001	0	0	0	1468	0	0	0	0	0	234	0	0	0	646	0	0	0
"Cytophaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
"Dactylosporangium"	606	0	0	0	0	0	124	0	439	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0
"Deinococcus"	0	0	0	8	0	0	0	0	0	0	0	0	0	158	0	0	40	80	66	46	0	26	30	39	33	0	125
"Desulfosporosinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
"Dokdonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0
"Dongia"	0	0	0	319	311	0	0	0	0	0	335	0	0	0	286	0	217	0	0	0	0	0	0	0	0	0	0
"Dyadobacter"	0	0	0	0	0	0	45	23	0	275	104	152	0	992	0	403	0	53	30	38	18	0	0	0	70	0	66
"Dyella"	0	0	0	0	0	0	0	0	0	0	318	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellin6067"	0	397	0	0	0	0	888	581	0	810	840	758	540	0	1125	0	0	0	0	0	0	0	0	0	0	0	0
"Ensifer"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0
"Fictibacillus"	343	669	583	735	698	218	921	427	561	551	901	962	609	262	825	205	828	989	813	653	735	766	685	1092	969	914	897
"Fimbriimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
"Flaviaesturariibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
"Flavisolibacter"	745	736	0	0	0	0	1327	1647	1134	803	937	1601	957	265	1033	0	0	0	429	0	0	478	345	0	294	471	0
"Flavitalea"	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Flavobacterium"	0	0	0	151	138	325	0	0	0	0	0	0	0	126	0	80	254	241	212	160	154	247	176	203	195	214	179
"G12-WMSP1"	0	458	742	0	0	0	0	1345	0	582	1058	0	0	418	819	0	0	0	0	0	0	0	0	0	0	0	0
"Ga0074140"	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gaiella"	2885	5089	3550	13445	14378	14342	7825	7322	3878	6216	8275	10366	8290	2692	6785	860	18039	15240	15275	11815	15734	15551	13589	16620	15801	14232	14916
"Gemmata"	133	0	0	0	0	0	443	253	0	207	231	152	294	109	171	77	0	0	0	0	0	0	0	0	0	0	0
"Gemmatimonas"	1260	955	0	0	0	158	2397	1181	587	360	0	1983	295	613	317	0	0	0	0	0	222	0	0	0	0	0	0
"Gemmatirosa"	0	731	0	0	0	0	334	1005	0	0	1836	496	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Geobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0
"Geobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
"Geodermatophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
"Gluconacetobacter"	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Granulicella"	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Haliangium"	394	549	365	956	728	692	740	698	574	1121	998	887	912	322	909	405	727	774	645	556	894	798	0	0	1004	712	853
"Heliimonas"	0	0	0	197	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270
"HSB_OF53-F07"	0	0	232	926	855	406	2066	1771	1655	1780	1920	0	1865	0	2065	0	898	609	534	395	693	962	631	711	1030	945	497
"Hydrogenispora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
"Hyphomicrobium"	0	416	0	0	1444	1066	595	754	0	649	1032	731	0	0	0	0	1156	616	0	0	1359	864	0	1623	0	604	0
"I-8"	0	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Iamia"	0	57	0	0	0	0	156	0	156	0	189	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
"Ilumatobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0
"Intrasporangium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521
"Jatrophihabitans"	1410	657	1404	0	0	0	1437	0	1467	0	1490	1203	838	0	1158	0	0	0	0	0	0	0	0	0	0	0	0
"JCM_18997"	0	0	0	0	0	0	120	119	0	0	104	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
"Jeotgalibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
"JGI_0001001-H03"	0	0	0	0	0	0	918	966	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kallotenue"	0	0	0	0	0	0	0	0	0	101	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kitasatospora"	530	1022	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kouleothrix"	0	601	0	0	0	0	1158	294	0	514	925	754	560	0	0	333	0	0	0	0	351	0	0	0	0	0	0
"Kribbella"	395	203	0	662	707	556	198	0	0	0	236	0	0	0	0	0	1207	730	827	484	606	554	1064	628	569	695	648
"Ktedonobacter"	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnotalea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0
"Lacunisphaera"	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Legionella"	0	0	0	0	230	0	0	0	0	0	185	0	0	0	0	0	285	341	298	0	397	542	391	447	582	405	348
"Leptolyngbya_EcFYyyy-00"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
"Limisphaera"	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnobacter"	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Luedemannella"	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	956	0	0
"Luteolibacter"	0	0	0	0	0	0	0	0	0	400	0	132	0	0	0	0	102	89	0	69	0	73	68	226	194	292	98
"Lysinibacillus"	0	0	129	0	0	0	310	0	0	128	167	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0
"Lysobacter"	0	0	0	0	1541	1289	0	0	0	0	0	0	0	0	0	0	1068	1365	755	963	785	0	1421	889	1699	1189	854
"Marmoricola"	974	1165	1074	1271	0	1050	935	805	0	0	796	726	0	0	0	0	0	568	1611	954	1072	1702	0	780	1285	1430	1380
"Massilia"	933	2121	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	0	0	0	0	1752	0	0	0
"Mesorhizobium"	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0
"Methanomassiliicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"Methylibium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0
"Methylobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
"Methyloceanibacter"	0	380	0	5667	6218	5814	620	0	0	536	465	495	470	0	728	278	7243	6535	6227	4632	5733	7148	5222	7009	6840	6487	4871
"Methylophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microlunatus"	0	0	0	268	223	221	0	159	0	0	118	0	0	0	0	0	243	228	214	182	214	245	239	212	229	234	239
"Micromonospora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0
"Mitsuaria"	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mle1-7"	0	0	0	0	0	0	0	449	502	232	321	488	0	0	0	0	380	705	306	0	0	0	530	0	0	624	0
"MM1"	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MND1"	0	366	329	0	0	0	339	416	365	516	380	0	402	0	0	0	0	230	125	0	0	248	0	0	366	0	0
"Mucilaginibacter"	347	407	319	0	0	0	0	222	0	0	0	277	0	135	0	0	0	0	75	0	46	112	0	0	168	134	89
"Mycobacterium"	995	785	934	0	0	0	1061	1574	0	1057	1848	1802	674	0	1097	0	1178	0	103	57	531	1189	887	0	0	818	66
"Neochlamydia"	0	0	0	0	0	251	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	361	0	0	508
"Niastella"	0	0	0	0	0	0	0	0	0	0	647	0	455	562	0	343	0	0	0	0	0	0	0	0	0	0	0
"Nitrobacter"	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	2097	0	0	0	0	0	0	0	0	264	0	207
"Nitrolancea"	0	0	0	0	0	0	0	0	0	270	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0
"Nitrospira"	605	830	685	748	827	556	1223	1077	857	1047	1211	1189	852	412	1220	519	543	638	601	468	686	692	527	775	626	641	645
"Nocardioides"	1546	1512	1767	1245	984	834	1954	1482	931	1346	1263	1462	920	709	993	0	1418	2022	1486	1791	1776	1743	1270	1415	1860	2612	2096
"Nordella"	0	0	0	525	0	379	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	527	653	524	665	513
"Nostoc_PCC-8976"	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum"	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Occallatibacter"	0	0	0	0	0	0	0	0	0	0	852	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0
"Ohtaekwangia"	0	0	0	0	0	0	0	0	0	0	122	109	69	155	0	92	0	0	0	0	0	0	0	0	0	0	0
"OLB12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
"OLB17"	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	19	0	0	34	0	0	0	0
"Oligoflexus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"Opitutus"	0	37	0	0	0	0	0	0	0	139	97	0	75	0	0	0	0	0	0	0	0	36	0	0	76	0	0
"Oryzihumus"	0	139	0	0	361	272	0	0	0	0	0	0	0	0	0	0	505	0	445	219	0	441	0	469	347	482	371
"Oxalophagus"	0	0	0	884	832	312	0	0	0	0	0	0	0	0	0	0	477	860	742	0	709	491	0	1109	0	0	919
"Paenarthrobacter"	0	0	1464	0	0	0	0	0	0	0	0	0	0	79	0	0	784	0	0	0	0	0	0	0	0	880	0
"Paenibacillus"	2597	2715	2097	355	0	0	2066	1813	2259	2119	3034	1990	1770	2077	3513	1447	1238	401	558	0	0	306	0	506	707	0	0
"Pajaroellobacter"	0	462	371	0	367	512	974	776	592	856	825	965	686	417	765	0	0	795	350	505	361	719	643	519	0	0	0
"Pandoraea"	0	0	0	0	0	0	907	1091	0	0	1355	0	0	0	1066	1169	0	0	0	0	0	0	0	0	0	0	0
"Parachlamydia"	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paraclostridium"	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	466	0	0	0	0
"Pedomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	418
"Pedosphaera"	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	498	0	0	0	0	0	374
"Peredibacter"	0	0	0	0	0	0	0	0	0	19	0	0	0	65	0	0	0	0	0	0	0	0	0	67	0	0	42
"Phenylobacterium"	0	322	285	0	0	0	0	0	0	456	0	0	444	0	440	0	0	265	0	0	0	240	0	0	375	307	301
"Pir4_lineage"	0	0	0	0	0	0	80	59	0	147	52	59	0	0	59	0	89	97	535	99	151	266	0	404	0	138	107
"Pirellula"	0	103	0	0	242	0	292	279	289	366	280	303	302	112	275	140	209	399	0	154	156	204	0	306	388	194	0
"Planctomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0
"Planctopirus"	0	0	0	0	0	0	124	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
"Plantactinospora"	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polycladomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	107	0	0
"Polycyclovorans"	0	0	0	403	437	216	0	95	0	0	0	0	0	0	0	0	0	171	84	76	163	125	118	136	173	221	123
"Pontibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	252	300	0	277
"possible_genus_04"	0	0	0	0	14	0	49	0	0	0	35	0	147	0	0	0	0	0	0	0	0	0	14	0	0	0	0
"Povalibacter"	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	320	0	0	412	0	0	0	0	674	334	0
"Pseudarthrobacter"	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudenhygromyxa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
"Pseudoduganella"	0	666	0	0	0	0	0	0	0	1354	0	1021	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0
"Pseudolabrys"	0	0	0	0	0	0	394	373	0	266	339	375	308	168	303	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	261	0	0	0	0	0	0	0	374	151	0	0
"Pseudonocardia"	0	593	112	0	0	0	700	0	797	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudoxanthomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
"Quadrisphaera"	350	527	0	0	0	0	422	351	0	291	382	339	288	0	399	483	0	0	0	0	0	0	0	0	0	0	0
"Ramlibacter"	0	0	0	0	0	0	603	645	0	0	569	0	0	0	0	0	146	268	0	0	0	179	0	0	278	0	0
"RB41"	311	417	411	540	674	466	1605	992	632	1097	1069	1288	787	348	536	344	653	689	610	506	670	722	568	829	640	767	736
"Reyranella"	0	575	0	0	0	0	830	479	914	812	721	697	553	0	597	0	0	0	0	0	0	0	0	0	0	0	0
"Rhizobacter"	0	0	0	0	0	0	436	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhizocola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
"Rhodanobacter"	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
"Rhodoplanes"	377	237	230	0	394	0	1098	924	357	866	574	1261	0	0	0	221	449	0	0	0	409	389	0	0	0	359	0
"Risungbinella"	0	0	0	403	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	399	0	0	0	0
"Roseateles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0
"Roseimicrobium"	0	0	0	0	0	0	138	0	108	103	0	0	0	251	0	128	0	60	0	0	0	0	0	176	0	0	0
"Rubrobacter"	74	98	95	0	0	0	109	83	78	83	120	100	77	0	86	0	16	0	24	0	0	0	0	0	28	0	0
"Rugosimonospora"	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminiclostridium_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0
"Rummeliibacillus"	0	0	0	0	0	65	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
"Salipaludibacillus"	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Schlegelella"	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Schlesneria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	71	0	0	0	0
"Scytonema_PCC-7110"	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sediminibacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
"SH-PL14"	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	259	276	244	0	264	313	300	422	312	510	300
"Shimazuella"	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Simkania"	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
"Sinomonas"	351	586	408	0	0	0	0	538	0	0	370	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154
